Pal_ID	Ide_ID	Ssu_ID	Ptr_ID	Pag_ID	Peu_ID	Pde_ID
Palv2-06248	Ide2-18641	EVM0014499	Potri.002G044500	PAxG02Gg0038600	Peu2-14946	Pde02A004310
Palv2-06249	Ide2-18642	-	-	PAxG02Gg0038700	-	Pde02A004320
Palv2-06250	-	-	-	-	-	-
Palv2-06251	Ide2-18644	-	Potri.002G044700	PAxG02Gg0038800	Peu2-14948	Pde02A004330
Palv2-06252	Ide2-18645	EVM0032021	Potri.002G044800	PAxG02Gg0039000	Peu2-14949	Pde02A004340
Palv2-06253	Ide2-18646	EVM0016459	Potri.002G044900	PAxG02Gg0039100	Peu2-14950	Pde02A004350
Palv2-06254	Ide2-18647	EVM0006376	Potri.002G045000	PAxG02Gg0039300	Peu2-14952	Pde02A004360
Palv2-06255	Ide2-18648	EVM0005568	Potri.002G045100	PAxG02Gg0039400	Peu2-14953	Pde02A004370
Palv2-06256	Ide2-18649	EVM0042181	Potri.002G045200	PAxG02Gg0039500	Peu2-14954	Pde02A004380
Palv2-06257	Ide2-18650	EVM0038741	Potri.002G045400	PAxG02Gg0039600	Peu2-14955	Pde02A004390
Palv2-06258	Ide2-18651	EVM0034948	Potri.002G045500	-	Peu2-14956	Pde02A004400
Palv2-06259	Ide2-18652	EVM0038133	Potri.002G045700	PAxG02Gg0039700	Peu2-14957	Pde02A004420
Palv2-06260	Ide2-18654	EVM0023876	Potri.002G045800	PAxG02Gg0039800	Peu2-14959	Pde02A004430
Palv2-06261	Ide2-18655	EVM0040940	Potri.002G045900	PAxG02Gg0039900	Peu2-14960	Pde02A004440
Palv2-06262	Ide2-18656	EVM0021961	Potri.002G046000	PAxG02Gg0040000	Peu2-14961	-
Palv2-06263	-	-	-	-	-	-
Palv2-06264	Ide2-18658	EVM0019607	Potri.002G046200	PAxG02Gg0040300	Peu2-14963	Pde02A004490
Palv2-06265	Ide2-18659	EVM0017407	Potri.002G046300	PAxG02Gg0040400	Peu2-14964	Pde02A004510
Palv2-06266	-	-	-	-	-	-
Palv2-06267	-	-	-	-	-	-
Palv2-06268	Ide2-18661	EVM0038492	Potri.002G046400	PAxG02Gg0040900	Peu2-14966	Pde02A004540
Palv2-06269	-	-	-	PAxG02Gg0041100	-	-
Palv2-06270	Ide2-18664	EVM0034457	Potri.002G046700	PAxG02Gg0041300	Peu2-14968	Pde02A004580
Palv2-06271	Ide2-18665	-	Potri.002G046800	PAxG02Gg0041400	Peu2-14969	Pde02A004590
Palv2-06272	Ide2-18666	EVM0004062	Potri.002G046900	PAxG02Gg0041500	Peu2-14970	Pde02A004600
Palv2-06273	Ide2-18667	EVM0008188	-	-	Peu2-14971	Pde02A004620
Palv2-06274	Ide2-18668	EVM0011521	Potri.002G047100	PAxG02Gg0041600	Peu2-14972	Pde02A004630
Palv2-06275	Ide2-18669	EVM0024576	Potri.002G047200	-	Peu2-14973	Pde02A004640
Palv2-06276	Ide2-18670	EVM0022807	Potri.002G047300	PAxG02Gg0041700	Peu2-14974	Pde02A004650
Palv2-06277	Ide2-18671	EVM0017640	Potri.002G047400	PAxG02Gg0041800	Peu2-14975	Pde02A004660
Palv2-06278	Ide2-18672	EVM0011602	Potri.002G047500	PAxG02Gg0041900	Peu2-14976	Pde02A004680
Palv2-06279	Ide2-18673	EVM0003197	-	-	Peu2-14978	Pde02A004690
Palv2-06280	-	-	-	-	-	-
Palv2-06281	Ide2-18674	EVM0030727	Potri.002G047700	PAxG02Gg0042400	Peu2-14979	Pde02A004710
Palv2-06282	Ide2-18675	-	-	-	Peu2-14981	Pde02A004730
Palv2-06283	-	-	Potri.002G047875	-	-	-
Palv2-06284	Ide2-18676	EVM0026637	Potri.002G048000	PAxG02Gg0042700	Peu2-14982	Pde02A004750
Palv2-06286	Ide2-18677	EVM0039000	Potri.002G048200	PAxG02Gg0042900	Peu2-14984	Pde02A004770
Palv2-06287	Ide2-18678	EVM0042068	Potri.002G048300	PAxG02Gg0043100	Peu2-14985	Pde02A004790
Palv2-06288	-	-	-	-	-	-
Palv2-06289	Ide2-18679	EVM0022972	Potri.002G048500	PAxG02Gg0043300	Peu2-14987	Pde02A004810
Palv2-06290	Ide2-18680	EVM0001406	-	PAxG02Gg0043400	Peu2-14988	-
Palv2-06291	-	-	Potri.002G048666	PAxG02Gg0043500	-	Pde02A004820
Palv2-06292	Ide2-18681	EVM0014832	Potri.002G048832	-	Peu2-14989	Pde02A004830
Palv2-06293	Ide2-18682	EVM0003436	Potri.002G049000	PAxG02Gg0043600	Peu2-14990	Pde02A004840
Palv2-06294	Ide2-18683	EVM0035401	Potri.002G049200	PAxG02Gg0043700	Peu2-14991	Pde02A004850
Palv2-06295	Ide2-18684	EVM0037754	Potri.002G049300	-	Peu2-14992	Pde02A004860
Palv2-06296	Ide2-18685	EVM0040687	Potri.002G049400	PAxG02Gg0044000	Peu2-14993	Pde02A004870
Palv2-06297	Ide2-18686	EVM0010157	Potri.002G049500	PAxG02Gg0044200	Peu2-14994	Pde02A004890
Palv2-06298	Ide2-18687	EVM0010300	-	PAxG02Gg0044300	Peu2-14995	Pde02A004900
Palv2-06299	Ide2-18688	EVM0025606	Potri.002G049600	-	Peu2-14996	Pde02A004910
Palv2-06300	Ide2-18691	EVM0007279	Potri.002G049700	PAxG02Gg0044500	Peu2-14997	Pde02A004920
Palv2-06301	Ide2-18692	EVM0014014	Potri.002G049800	PAxG02Gg0044600	Peu2-14998	Pde02A004930
Palv2-06302	Ide2-18693	EVM0026432	Potri.002G049900	PAxG02Gg0044700	Peu2-14999	-
Palv2-06303	Ide2-18694	EVM0022654	Potri.002G050000	PAxG02Gg0044800	Peu2-15000	Pde02A004940
Palv2-06304	-	-	-	-	Peu2-15001	Pde02A004950
Palv2-06305	Ide2-18696	-	Potri.002G050150	PAxG02Gg0045100	-	Pde02A004970
Palv2-06306	Ide2-18697	EVM0001839	Potri.002G050200	PAxG02Gg0045200	Peu2-15003	-
Palv2-06307	-	-	-	-	-	Pde02A004980
Palv2-06308	Ide2-18698	EVM0018283	Potri.002G050300	PAxG02Gg0045300	Peu2-15004	Pde02A004990
Palv2-06309	Ide2-18699	EVM0018364	Potri.002G050400	-	Peu2-15005	Pde02A005000
Palv2-06310	Ide2-18700	EVM0025129	Potri.002G050500	PAxG02Gg0045400	Peu2-15006	-
Palv2-06311	Ide2-18701	EVM0031088	Potri.002G050600	PAxG02Gg0045500	Peu2-15007	Pde02A005010
Palv2-06312	-	-	-	-	Peu2-15008	-
Palv2-06313	-	-	-	-	-	Pde02A005030
Palv2-06314	Ide2-18702	EVM0010700	Potri.002G050800	PAxG02Gg0045600	Peu2-15009	Pde02A005040
Palv2-06315	Ide2-18703	EVM0040305	Potri.002G050900	PAxG02Gg0045800	Peu2-15011	Pde02A005060
Palv2-06316	-	-	-	PAxG02Gg0045900	-	-
Palv2-06317	Ide2-18704	EVM0033548	Potri.002G051100	PAxG02Gg0046000	Peu2-15012	Pde02A005080
Palv2-06318	Ide2-18706	EVM0005419	Potri.002G051200	PAxG02Gg0046200	Peu2-15013	Pde02A005090
Palv2-06319	Ide2-18707	EVM0018379	Potri.002G051300	PAxG02Gg0046300	Peu2-15014	Pde02A005100
Palv2-06320	Ide2-18708	EVM0023209	Potri.002G051400	PAxG02Gg0046400	Peu2-15015	Pde02A005110
Palv2-06321	Ide2-18709	-	Potri.002G051500	PAxG02Gg0046500	Peu2-15016	Pde02A005120
Palv2-06322	-	-	-	PAxG02Gg0046600	-	-
Palv2-06323	Ide2-18711	EVM0020792	Potri.002G051600	PAxG02Gg0046700	Peu2-15017	Pde02A005140
Palv2-06324	-	-	-	-	Peu2-15018	-
Palv2-06325	Ide2-18714	-	Potri.002G051800	PAxG02Gg0046900	Peu2-15019	Pde02A005160
Palv2-06326	Ide2-18715	EVM0003079	Potri.002G051900	PAxG02Gg0047000	Peu2-15020	Pde02A005170
Palv2-06327	-	EVM0015432	Potri.002G052000	-	-	Pde02A005180
Palv2-06328	-	-	-	-	-	-
Palv2-06329	Ide2-18717	EVM0033115	Potri.002G052100	PAxG02Gg0047200	Peu2-15022	Pde02A005200
Palv2-06330	Ide2-18718	EVM0008194	Potri.002G052200	PAxG02Gg0047300	Peu2-15023	Pde02A005210
Palv2-06331	Ide2-18719	EVM0005371	Potri.002G052300	PAxG02Gg0047400	Peu2-15027	Pde02A005220
Palv2-06332	Ide2-18720	EVM0005828	Potri.002G052400	PAxG02Gg0047500	Peu2-15028	Pde02A005230
Palv2-06333	-	-	-	-	-	-
Palv2-06334	Ide2-18721	-	Potri.002G052500	PAxG02Gg0047600	Peu2-15029	Pde02A005240
Palv2-06335	-	-	-	-	-	-
Palv2-06336	Ide2-18722	EVM0017729	Potri.002G052600	PAxG02Gg0047800	Peu2-15031	Pde02A005250
Palv2-06337	-	-	-	-	-	-
Palv2-06338	-	-	-	-	Peu2-15032	Pde02A005260
Palv2-06339	Ide2-18723	EVM0033352	Potri.002G052700	-	Peu2-15033	Pde02A005270
Palv2-06340	-	-	-	-	-	-
Palv2-06341	Ide2-18725	EVM0017152	Potri.002G052800	PAxG02Gg0048100	Peu2-15036	Pde02A005290
Palv2-06342	Ide2-18726	EVM0015096	Potri.002G052900	PAxG02Gg0048300	Peu2-15037	Pde02A005300
Palv2-06343	-	-	-	-	-	-
Palv2-06344	Ide2-18727	EVM0004458	Potri.002G053000	PAxG02Gg0048400	Peu2-15038	Pde02A005310
Palv2-06345	Ide2-18728	EVM0023536	Potri.002G053100	PAxG02Gg0048500	Peu2-15039	Pde02A005320
Palv2-06346	Ide2-18729	EVM0000956	Potri.002G053200	PAxG02Gg0048600	Peu2-15040	Pde02A005330
Palv2-06347	Ide2-18730	EVM0039376	-	PAxG02Gg0048700	Peu2-15041	Pde02A005340
Palv2-06348	-	-	-	-	-	-
Palv2-06349	Ide2-18731	EVM0016996	Potri.002G053400	PAxG02Gg0048800	Peu2-15044	Pde02A005350
Palv2-06350	-	-	-	-	-	-
Palv2-06351	Ide2-18733	EVM0018073	Potri.002G053700	PAxG02Gg0049100	Peu2-15047	Pde02A005380
Palv2-06352	-	-	-	-	Peu2-15049	-
Palv2-06353	Ide2-18735	EVM0001726	Potri.002G053900	PAxG02Gg0049200	Peu2-15051	Pde02A005400
Palv2-06354	Ide2-18736	EVM0003419	Potri.002G054000	PAxG02Gg0049300	Peu2-15052	Pde02A005410
Palv2-06355	Ide2-18738	EVM0025968	Potri.002G054100	PAxG02Gg0049400	Peu2-15053	-
Palv2-06356	Ide2-18739	EVM0042143	Potri.002G054300	PAxG02Gg0049600	Peu2-15054	Pde02A005430
Palv2-06357	Ide2-18740	EVM0028122	Potri.002G054400	-	Peu2-15055	Pde02A005440
Palv2-06358	Ide2-18741	EVM0020885	Potri.002G054500	-	Peu2-15056	-
Palv2-06359	Ide2-18742	EVM0033999	Potri.002G054800	-	Peu2-15057	Pde02A005460
Palv2-06360	Ide2-10627	EVM0035908	Potri.002G054900	-	Peu2-15058	Pde02A005470
Palv2-06361	Ide2-18744	EVM0006791	Potri.002G055000	PAxG02Gg0050100	Peu2-15059	Pde02A005480
Palv2-06362	-	EVM0013427	Potri.002G055100	PAxG02Gg0050200	Peu2-15060	Pde02A005490
Palv2-06363	Ide2-18745	EVM0036766	Potri.002G055200	PAxG02Gg0050300	Peu2-15061	Pde02A005500
Palv2-06364	Ide2-18747	EVM0003835	Potri.002G055300	PAxG02Gg0050400	Peu2-15062	Pde02A005510
Palv2-06365	Ide2-18748	EVM0004753	Potri.002G055400	PAxG02Gg0050500	Peu2-15063	Pde02A005520
Palv2-06366	Ide2-18749	EVM0003400	Potri.002G055600	PAxG02Gg0050600	Peu2-15064	Pde02A005540
Palv2-06367	-	-	-	-	Peu2-15065	-
Palv2-06368	Ide2-18750	EVM0015378	Potri.002G055700	PAxG02Gg0050700	Peu2-15066	Pde02A005550
Palv2-06369	Ide2-18751	EVM0015288	Potri.002G055800	PAxG02Gg0050800	Peu2-15068	Pde02A005560
Palv2-06370	-	-	-	-	-	-
Palv2-06372	Ide2-18752	-	-	-	-	-
Palv2-06373	Ide2-18753	EVM0020662	Potri.002G056100	PAxG02Gg0051100	Peu2-15070	Pde02A005600
Palv2-06374	Ide2-18754	EVM0010294	Potri.002G056200	PAxG02Gg0051200	Peu2-15071	Pde02A005610
Palv2-06375	Ide2-18755	EVM0030286	Potri.002G056300	PAxG02Gg0051300	Peu2-15072	Pde02A005620
Palv2-06376	Ide2-18756	EVM0020495	Potri.002G056400	PAxG02Gg0051400	Peu2-15073	Pde02A005630
Palv2-06377	Ide2-18757	EVM0011917	Potri.002G056500	PAxG02Gg0051500	Peu2-15074	Pde02A005640
Palv2-06378	Ide2-18758	EVM0040147	Potri.002G056600	PAxG02Gg0051700	Peu2-15075	Pde02A005650
Palv2-06379	Ide2-18759	EVM0034994	Potri.002G056700	PAxG02Gg0051800	Peu2-15076	Pde02A005660
Palv2-06380	-	-	-	PAxG02Gg0051900	-	-
Palv2-06381	Ide2-18760	EVM0023936	Potri.002G056800	PAxG02Gg0052000	Peu2-15078	Pde02A005670
Palv2-06382	Ide2-18761	EVM0012581	Potri.002G057000	PAxG02Gg0052100	Peu2-15079	Pde02A005680
Palv2-06383	Ide2-18762	-	Potri.002G057200	PAxG02Gg0052300	Peu2-15080	Pde02A005710
Palv2-06384	Ide2-18763	EVM0015256	Potri.002G057300	PAxG02Gg0052400	Peu2-15081	Pde02A005720
Palv2-06385	Ide2-18765	EVM0011695	Potri.002G057400	PAxG02Gg0052500	Peu2-15082	Pde02A005730
Palv2-06386	Ide2-18767	EVM0000859	Potri.002G057600	-	Peu2-15084	Pde02A005760
Palv2-06387	Ide2-18768	EVM0028434	Potri.002G057700	PAxG02Gg0052700	Peu2-15085	Pde02A005770
Palv2-06388	Ide2-18769	-	Potri.002G057800	PAxG02Gg0052800	Peu2-15086	Pde02A005780
Palv2-06389	Ide2-18770	EVM0039151	Potri.002G057900	PAxG02Gg0052900	Peu2-15087	Pde02A005790
Palv2-06390	Ide2-18771	EVM0028162	Potri.002G058000	PAxG02Gg0053000	Peu2-15088	Pde02A005800
Palv2-06391	Ide2-18772	EVM0010095	Potri.002G058100	PAxG02Gg0053100	Peu2-15089	Pde02A005810
Palv2-06392	Ide2-18774	EVM0037963	Potri.002G058300	PAxG02Gg0053300	Peu2-15092	Pde02A005840
Palv2-06393	-	-	-	-	-	-
Palv2-06394	Ide2-18775	EVM0030180	Potri.002G058500	PAxG02Gg0053400	Peu2-15093	-
Palv2-06395	Ide2-18776	EVM0037938	Potri.002G058700	PAxG02Gg0053500	Peu2-15094	Pde02A005880
Palv2-06396	Ide2-18777	EVM0034202	Potri.002G058800	PAxG02Gg0053700	Peu2-15095	Pde02A005890
Palv2-06397	Ide2-18782	EVM0027020	Potri.002G059000	PAxG02Gg0053900	Peu2-15096	Pde02A005900
Palv2-06398	Ide2-18784	EVM0002254	Potri.002G059100	PAxG02Gg0054000	Peu2-15097	Pde02A005910
Palv2-06399	Ide2-18786	EVM0009864	Potri.002G059200	PAxG02Gg0054200	Peu2-15098	Pde02A005920
Palv2-06400	-	-	-	-	Peu2-15099	-
Palv2-06401	Ide2-18787	EVM0013678	Potri.002G059300	PAxG02Gg0054400	Peu2-15100	Pde02A005940
Palv2-06402	Ide2-18788	EVM0040472	Potri.002G059400	-	Peu2-15101	Pde02A005950
Palv2-06403	-	-	-	-	Peu2-15102	-
Palv2-06404	Ide2-18789	EVM0011839	Potri.002G059600	-	Peu2-15103	Pde02A005970
Palv2-06405	Ide2-18791	EVM0031177	Potri.002G059700	PAxG02Gg0054700	Peu2-15104	Pde02A005980
Palv2-06406	Ide2-18792	EVM0009239	Potri.002G059800	PAxG02Gg0054800	Peu2-15105	Pde02A005990
Palv2-06407	Ide2-18793	EVM0004681	Potri.002G059900	PAxG02Gg0054900	Peu2-15106	Pde02A006000
Palv2-06408	Ide2-18794	EVM0038129	Potri.002G060100	PAxG02Gg0055000	Peu2-15107	Pde02A006010
Palv2-06409	Ide2-18795	EVM0030868	Potri.002G060200	PAxG02Gg0055100	-	Pde02A006020
Palv2-06410	Ide2-18796	EVM0030205	Potri.002G060300	PAxG02Gg0055200	Peu2-15108	Pde02A006030
Palv2-06411	Ide2-18797	EVM0006349	Potri.002G060400	PAxG02Gg0055300	Peu2-15109	Pde02A006040
Palv2-06412	Ide2-18798	EVM0022229	Potri.002G060500	-	Peu2-15110	Pde02A006050
Palv2-06413	Ide2-18799	EVM0036884	Potri.002G060600	PAxG02Gg0055400	Peu2-15111	Pde02A006060
Palv2-06414	Ide2-18800	EVM0015522	Potri.002G060700	PAxG02Gg0055500	Peu2-15112	Pde02A006070
Palv2-06415	Ide2-18801	EVM0002852	Potri.002G060800	PAxG02Gg0055600	Peu2-15113	Pde02A006080
Palv2-06416	Ide2-18805	EVM0002162	Potri.002G060900	PAxG02Gg0055800	Peu2-15114	Pde02A006100
Palv2-06417	-	-	-	-	-	-
Palv2-06418	Ide2-18806	EVM0017528	Potri.002G061000	PAxG02Gg0055900	Peu2-15115	Pde02A006110
Palv2-06419	-	-	Potri.002G061100	-	Peu2-15116	Pde02A006120
Palv2-06420	Ide2-18808	EVM0019771	Potri.002G061200	PAxG02Gg0056000	Peu2-15117	Pde02A006130
Palv2-06421	Ide2-18809	EVM0020801	Potri.002G061300	PAxG02Gg0056100	Peu2-15118	-
Palv2-06422	Ide2-18810	EVM0037948	Potri.002G061400	PAxG02Gg0056300	Peu2-15119	Pde02A006140
Palv2-06423	Ide2-18811	EVM0017109	Potri.002G061500	-	Peu2-15121	Pde02A006160
Palv2-06424	Ide2-18812	EVM0034956	Potri.002G061650	PAxG02Gg0056400	Peu2-15122	Pde02A006170
Palv2-06425	Ide2-18814	-	Potri.002G061900	PAxG02Gg0056500	Peu2-15124	Pde02A006180
Palv2-06426	Ide2-18815	EVM0004385	Potri.002G062000	-	-	-
Palv2-06427	Ide2-18816	EVM0013887	Potri.002G062100	PAxG02Gg0056600	Peu2-15125	Pde02A006190
Palv2-06428	Ide2-18817	-	Potri.002G062200	PAxG02Gg0056700	Peu2-15126	Pde02A006200
Palv2-06429	Ide2-18818	EVM0006330	Potri.002G062300	PAxG02Gg0056800	Peu2-15127	Pde02A006210
Palv2-06430	Ide2-18819	EVM0008955	Potri.002G062400	PAxG02Gg0056900	Peu2-15128	Pde02A006220
Palv2-06431	Ide2-18821	-	Potri.002G062500	-	Peu2-15129	-
Palv2-06432	Ide2-18822	EVM0017636	Potri.002G062600	PAxG02Gg0057000	Peu2-15130	Pde02A006240
Palv2-06433	Ide2-18823	EVM0010855	Potri.002G062700	PAxG02Gg0057100	Peu2-15131	Pde02A006250
Palv2-06434	Ide2-18824	EVM0038578	Potri.002G062800	PAxG02Gg0057200	Peu2-15132	Pde02A006260
Palv2-06435	Ide2-18828	EVM0007087	Potri.002G063300	PAxG02Gg0057400	Peu2-15135	Pde02A006280
Palv2-06436	Ide2-18831	-	Potri.002G063400	PAxG02Gg0057500	Peu2-15136	Pde02A006290
Palv2-06437	-	-	-	-	-	-
Palv2-06438	Ide2-18833	EVM0007353	Potri.002G063500	PAxG02Gg0057700	Peu2-15138	Pde02A006300
Palv2-06439	Ide2-18834	EVM0020823	Potri.002G063700	PAxG02Gg0057800	Peu2-15139	Pde02A006310
Palv2-06440	Ide2-18835	-	Potri.002G063800	PAxG02Gg0057900	Peu2-15140	Pde02A006320
Palv2-06441	Ide2-18836	EVM0038155	Potri.002G064000	PAxG02Gg0058200	Peu2-15141	Pde02A006330
Palv2-06442	-	-	-	-	-	Pde02A006340
Palv2-06443	Ide2-18840	-	-	-	Peu2-15143	Pde02A006350
Palv2-06444	Ide2-18841	-	Potri.002G064300	-	Peu2-15144	-
Palv2-06445	Ide2-18842	EVM0028155	Potri.002G064400	PAxG02Gg0058400	Peu2-15145	Pde02A006360
Palv2-06446	-	-	-	-	-	-
Palv2-06447	Ide2-18844	EVM0026466	Potri.002G064700	-	Peu2-15147	Pde02A006380
Palv2-06448	Ide2-18845	EVM0013858	Potri.002G064800	PAxG02Gg0058500	Peu2-15148	Pde02A006390
Palv2-06449	Ide2-18846	EVM0015121	Potri.002G064900	PAxG02Gg0058600	Peu2-15149	Pde02A006410
Palv2-06450	Ide2-18847	EVM0028336	Potri.002G065000	-	Peu2-15150	Pde02A006420
Palv2-06451	Ide2-18849	EVM0002646	Potri.002G065100	PAxG02Gg0058700	Peu2-15151	Pde02A006440
Palv2-06452	Ide2-18850	EVM0041430	Potri.002G065200	PAxG02Gg0058800	Peu2-15152	Pde02A006450
Palv2-06453	Ide2-18852	EVM0024779	Potri.002G065300	PAxG02Gg0059000	Peu2-15153	Pde02A006460
Palv2-06454	Ide2-18853	EVM0027042	Potri.002G065400	PAxG02Gg0059100	Peu2-15154	Pde02A006470
Palv2-06455	-	-	-	-	Peu2-15155	-
Palv2-06456	Ide2-18855	EVM0007915	Potri.002G065500	PAxG02Gg0059200	Peu2-15156	Pde02A006480
Palv2-06457	Ide2-18857	EVM0018777	Potri.002G065600	PAxG02Gg0059300	Peu2-15157	Pde02A006490
Palv2-06458	-	-	-	-	-	-
Palv2-06459	Ide2-18859	EVM0028220	Potri.002G065800	PAxG02Gg0059600	Peu2-15159	Pde02A006520
Palv2-06460	Ide2-18860	EVM0004755	Potri.002G066000	PAxG02Gg0059700	Peu2-15161	Pde02A006530
Palv2-06461	Ide2-18862	EVM0027813	Potri.002G066100	PAxG02Gg0059800	Peu2-15162	Pde02A006540
Palv2-06463	Ide2-18864	-	Potri.002G066300	PAxG02Gg0060000	Peu2-15164	Pde02A006550
Palv2-06464	Ide2-18865	EVM0035294	Potri.002G066450	PAxG02Gg0060100	Peu2-15165	Pde02A006560
Palv2-06465	Ide2-18866	EVM0015223	Potri.002G066600	PAxG02Gg0060200	Peu2-15166	Pde02A006570
Palv2-06466	-	-	-	-	-	-
Palv2-06467	-	-	Potri.005G193701	-	-	Pde02A006590
Palv2-06468	-	EVM0012939	Potri.002G066800	-	Peu2-15168	Pde02A006600
Palv2-06469	Ide2-18867	-	Potri.002G066900	PAxG02Gg0060400	Peu2-15169	Pde02A006620
Palv2-06470	Ide2-18868	-	Potri.002G067000	-	Peu2-15170	Pde02A006630
Palv2-06471	Ide2-18869	EVM0015200	Potri.002G067100	PAxG02Gg0060500	Peu2-15171	Pde02A006640
Palv2-06472	-	-	Potri.002G067300	PAxG02Gg0060600	Peu2-15173	Pde02A006660
Palv2-06473	Ide2-18870	EVM0007044	Potri.002G067400	PAxG02Gg0060700	Peu2-15174	Pde02A006670
Palv2-06474	Ide2-18871	EVM0021125	Potri.002G067600	PAxG02Gg0060900	Peu2-15175	Pde02A006690
Palv2-06475	Ide2-18872	-	Potri.002G067700	-	Peu2-15176	Pde02A006700
Palv2-06476	-	-	-	-	-	-
Palv2-06477	Ide2-18873	EVM0014172	Potri.002G067800	PAxG02Gg0061100	Peu2-15178	Pde02A006710
Palv2-06478	-	-	-	-	-	-
Palv2-06479	Ide2-18874	EVM0015397	Potri.002G067900	PAxG02Gg0061300	Peu2-15180	Pde02A006720
Palv2-06480	-	-	-	PAxG02Gg0061600	-	-
Palv2-06481	Ide2-18876	EVM0040795	Potri.002G068200	PAxG02Gg0061700	Peu2-15183	Pde02A006750
Palv2-06482	Ide2-18877	EVM0017909	Potri.002G068300	PAxG02Gg0061800	Peu2-15184	Pde02A006760
Palv2-06483	Ide2-18878	EVM0033033	Potri.002G068400	PAxG02Gg0062000	Peu2-15187	Pde02A006780
Palv2-06484	Ide2-18880	EVM0027113	Potri.002G068600	PAxG02Gg0062200	Peu2-15188	Pde02A006800
Palv2-06485	Ide2-18882	EVM0027025	Potri.002G068700	PAxG02Gg0062300	Peu2-15190	Pde02A006810
Palv2-06486	Ide2-18883	EVM0040066	Potri.002G068800	PAxG02Gg0062400	Peu2-15191	Pde02A006820
Palv2-06487	Ide2-18884	EVM0014906	Potri.002G068900	PAxG02Gg0062500	Peu2-15192	Pde02A006830
Palv2-06488	-	-	Potri.002G069000	PAxG02Gg0062600	Peu2-15193	Pde02A006840
Palv2-06489	Ide2-18885	EVM0034735	Potri.002G069100	PAxG02Gg0062700	Peu2-15194	Pde02A006850
Palv2-06490	-	-	-	PAxG02Gg0062900	Peu2-15195	-
Palv2-06491	-	EVM0039802	Potri.002G069200	PAxG02Gg0063000	Peu2-15196	-
Palv2-06492	Ide2-18888	EVM0004043	Potri.002G069400	PAxG02Gg0063200	Peu2-15197	Pde02A006870
Palv2-06493	Ide2-18889	EVM0028763	Potri.002G069500	PAxG02Gg0063300	Peu2-15198	Pde02A006880
Palv2-06494	Ide2-18891	-	Potri.002G069600	-	Peu2-15199	-
Palv2-06495	Ide2-18892	EVM0030355	Potri.002G069800	PAxG02Gg0063400	Peu2-15200	Pde02A006900
Palv2-06496	Ide2-18894	EVM0041090	Potri.002G069900	PAxG02Gg0063500	Peu2-15201	Pde02A006910
Palv2-06497	Ide2-18896	EVM0021702	Potri.002G070000	PAxG02Gg0063700	Peu2-15204	Pde02A006930
Palv2-06498	Ide2-18899	EVM0002476	Potri.002G070200	PAxG02Gg0064000	Peu2-15205	Pde02A006940
Palv2-06499	Ide2-18900	EVM0027411	Potri.002G070300	PAxG02Gg0064100	Peu2-15206	Pde02A006950
Palv2-06500	Ide2-18901	EVM0022301	Potri.002G070500	-	Peu2-15207	Pde02A006970
Palv2-06501	-	-	-	-	Peu2-15208	-
Palv2-06502	Ide2-18904	EVM0001476	Potri.002G070600	PAxG02Gg0064300	Peu2-15209	Pde02A007000
Palv2-06503	Ide2-18905	EVM0016664	Potri.002G070700	-	Peu2-15210	Pde02A007010
Palv2-06504	Ide2-18906	EVM0026141	Potri.002G070800	PAxG02Gg0064400	Peu2-15211	Pde02A007020
Palv2-06505	Ide2-18907	EVM0015448	Potri.002G070900	PAxG02Gg0064500	Peu2-15212	Pde02A007030
Palv2-06506	Ide2-18908	EVM0005843	Potri.002G071000	PAxG02Gg0064600	Peu2-15213	Pde02A007040
Palv2-06507	Ide2-18910	EVM0035710	Potri.002G071100	PAxG02Gg0064700	Peu2-15214	Pde02A007050
Palv2-06508	-	-	-	PAxG02Gg0064800	Peu2-15215	Pde02A007060
Palv2-06509	Ide2-18911	EVM0020414	Potri.002G071300	PAxG02Gg0064900	Peu2-15216	Pde02A007070
Palv2-06510	Ide2-18912	EVM0007071	Potri.002G071400	PAxG02Gg0065200	Peu2-15217	Pde02A007080
Palv2-06511	Ide2-18913	EVM0021640	Potri.002G071500	PAxG02Gg0065300	Peu2-15218	Pde02A007090
Palv2-06512	Ide2-18914	-	Potri.002G071600	PAxG02Gg0065500	Peu2-15219	Pde02A007100
Palv2-06513	Ide2-18916	-	-	-	-	-
Palv2-06514	Ide2-18918	EVM0017868	Potri.002G071700	PAxG02Gg0065600	Peu2-15220	Pde02A007110
Palv2-06515	Ide2-18919	EVM0005458	Potri.002G071800	PAxG02Gg0065700	Peu2-15221	Pde02A007120
Palv2-06516	Ide2-18920	EVM0040939	Potri.002G071900	-	Peu2-15222	-
Palv2-06517	-	-	-	-	-	-
Palv2-06518	Ide2-18924	EVM0017054	Potri.002G072100	PAxG02Gg0066000	Peu2-15224	Pde02A007150
Palv2-06519	Ide2-18925	EVM0024615	Potri.002G072200	PAxG02Gg0066100	Peu2-15225	Pde02A007160
Palv2-06520	Ide2-18927	EVM0010206	Potri.002G072300	PAxG02Gg0066200	Peu2-15226	Pde02A007170
Palv2-06521	Ide2-18928	EVM0014415	Potri.002G072400	PAxG02Gg0066300	Peu2-15227	-
Palv2-06522	-	EVM0040329	Potri.002G072500	PAxG02Gg0066400	Peu2-15228	Pde02A007180
Palv2-06523	Ide2-18930	EVM0004456	Potri.002G072600	-	Peu2-15229	Pde02A007200
